Ligand	ECMp	Barcode	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess_SE	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess_SE	Spot_PA_SpotCellCountLog2RUVLoess_SE	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess_SE	Spot_PA_SpotCellCount_SE	Well	MEP	CellLine	LigandSet	Ligand1	Ligand2	ECMSet	ECM1	ECM2	ECM3	EndpointDAPI	Endpoint488	Endpoint555	Endpoint647	CellLineAn	Ligand1An	Ligand2An	ECM1An	ECM2An	ECM3An	CellLineLx	Ligand1Lx	Ligand2Lx	ECM1Lx	ECM2Lx	ECM3Lx	395nmLx	488nmLx	555nmLx	640nmLx	750nmLx	Well_Ligand	PinDiameter	Cells_CP_AreaShape_AreaLog2RUVLoess	Cells_CP_AreaShape_CompactnessLog2RUVLoess	Cells_CP_AreaShape_ExtentLog2RUVLoess	Cells_CP_AreaShape_FormFactorLog2RUVLoess	Cells_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cells_CP_AreaShape_MeanRadiusLog2RUVLoess	Cells_CP_AreaShape_MedianRadiusLog2RUVLoess	Cells_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cells_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cells_CP_AreaShape_PerimeterLog2RUVLoess	Cells_CP_AreaShape_SolidityLog2RUVLoess	Cytoplasm_CP_AreaShape_AreaLog2RUVLoess	Cytoplasm_CP_AreaShape_CompactnessLog2RUVLoess	Cytoplasm_CP_AreaShape_ExtentLog2RUVLoess	Cytoplasm_CP_AreaShape_FormFactorLog2RUVLoess	Cytoplasm_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MaximumRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MeanRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MedianRadiusLog2RUVLoess	Cytoplasm_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Cytoplasm_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Cytoplasm_CP_AreaShape_PerimeterLog2RUVLoess	Cytoplasm_CP_AreaShape_SolidityLog2RUVLoess	Nuclei_CP_AreaShape_AreaLog2RUVLoess	Nuclei_CP_AreaShape_CompactnessLog2RUVLoess	Nuclei_CP_AreaShape_ExtentLog2RUVLoess	Nuclei_CP_AreaShape_FormFactorLog2RUVLoess	Nuclei_CP_AreaShape_MajorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_MaxFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MaximumRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MeanRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MedianRadiusLog2RUVLoess	Nuclei_CP_AreaShape_MinFeretDiameterLog2RUVLoess	Nuclei_CP_AreaShape_MinorAxisLengthLog2RUVLoess	Nuclei_CP_AreaShape_PerimeterLog2RUVLoess	Nuclei_CP_AreaShape_SolidityLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cells_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_IntegratedIntensity_MitoTrackerLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_ActinLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_CellMaskLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Cytoplasm_CP_Intensity_MedianIntensity_MitoTrackerLog2RUVLoess	Nuclei_CP_Intensity_IntegratedIntensity_DapiLog2RUVLoess	Nuclei_CP_Intensity_MedianIntensity_DapiLog2RUVLoess	Spot_PA_SpotCellCountLog2RUVLoess	Nuclei_PA_Cycle_DNA2NProportionLogitRUVLoess	Nuclei_PA_Cycle_DNA4NProportionLogitRUVLoess	Nuclei_CP_AreaShape_EccentricityLogitRUVLoess	Spot_PA_SpotCellCount	Spot_PA_ReplicateCount	QA_LowReplicateCount
BMP5|1	SPP1|A	LI8X00523	0.08258	0.07526	0.13495	0.07832	0.02504	0.12632	3.934	B04	SPP1|A_BMP5|1	MCF10A	LS5p1s3	BMP5|1_P22003|1	NA	ES3p2s3	SPP1|A_P10451|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP5|1_P22003|1-RnDSystemsOwn_615BMC020CF_SXV0513062	NA	protein-SPP1|A_P10451|1-RnDSystemsOwn_1433OP_HAH2314071	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP5|1_P22003|1	NA	SPP1|A_P10451|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B04_BMP5|1	350	10.050	0.11724	-0.6050	-0.4296	5.467	5.528	3.910	2.503	2.334	4.964	4.954	7.086	-0.1020962	8.021	2.799	-2.617	-4.256	5.774	5.528	1.8566	0.43348	2.020e-03	4.964	5.307	7.922	-2.1050	9.697	0.09091	-0.5184	-0.3197	5.294	5.294	3.796	2.416	2.249	4.822	4.838	6.829	-0.07887	20.75	17.94	10.638	7.848	18.99	20.49	20.27	16.14	10.799	12.37	12.12	7.921	22.47	12.84	7.230	1.529265	-1.5312377	1.0216	158.00	13	FALSE
BMP5|1	THBS1|1	LI8X00523	0.05934	0.07445	0.07119	0.07633	0.04547	0.15728	6.608	B04	THBS1|1_BMP5|1	MCF10A	LS5p1s3	BMP5|1_P22003|1	NA	ES3p2s3	THBS1|1_P07996|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP5|1_P22003|1-RnDSystemsOwn_615BMC020CF_SXV0513062	NA	protein-THBS1|1_P07996|1-RnDSystemsOwn_3074TH_MVF4114111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP5|1_P22003|1	NA	THBS1|1_P07996|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B04_BMP5|1	350	10.138	0.09514	-0.5550	-0.3716	5.508	5.528	3.988	2.583	2.353	5.045	5.042	7.091	-0.0886335	8.386	2.544	-2.424	-3.997	5.769	5.528	2.2248	0.70486	-1.036e-02	5.045	5.345	7.940	-1.9425	9.747	0.06620	-0.4722	-0.2663	5.256	5.257	3.837	2.449	2.273	4.857	4.886	6.845	-0.06997	20.37	17.81	10.282	7.697	18.78	20.55	20.15	16.22	10.482	12.21	11.81	7.777	22.45	12.77	7.209	2.449427	-2.4502898	0.8316	144.00	14	FALSE
BMP5|1	TNC|1	LI8X00523	0.05160	0.05170	0.06847	0.05526	0.04121	0.16810	6.833	B04	TNC|1_BMP5|1	MCF10A	LS5p1s3	BMP5|1_P22003|1	NA	ES3p2s3	TNC|1_P24821|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP5|1_P22003|1-RnDSystemsOwn_615BMC020CF_SXV0513062	NA	protein-TNC|1_P24821|1-RnDSystemsOwn_3358TC_RVP0311091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP5|1_P22003|1	NA	TNC|1_P24821|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B04_BMP5|1	350	10.096	0.10758	-0.5569	-0.3934	5.476	5.509	3.973	2.565	2.362	5.016	5.026	7.074	-0.0932396	8.269	2.581	-2.419	-4.003	5.782	5.509	2.0953	0.60710	-1.204e-02	5.016	5.360	7.934	-1.9224	9.806	0.07897	-0.4806	-0.2784	5.302	5.316	3.849	2.475	2.349	4.865	4.888	6.874	-0.07079	20.55	17.90	10.382	7.653	18.83	20.46	20.14	16.00	10.623	12.24	11.93	7.733	22.47	12.72	7.276	2.655286	-2.6556754	0.9510	149.00	14	FALSE
BMP5|1	VCAM1|1	LI8X00523	0.07389	0.08503	0.09699	0.08669	0.05924	0.17778	7.433	B04	VCAM1|1_BMP5|1	MCF10A	LS5p1s3	BMP5|1_P22003|1	NA	ES3p2s3	VCAM1|1_P19320|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP5|1_P22003|1-RnDSystemsOwn_615BMC020CF_SXV0513062	NA	protein-VCAM1|1_P19320|1-RnDSystemsOwn_ADP5_AOO2313081	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP5|1_P22003|1	NA	VCAM1|1_P19320|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B04_BMP5|1	350	10.121	0.12280	-0.5932	-0.4143	5.541	5.545	3.933	2.537	2.364	5.004	4.997	7.124	-0.0957442	8.134	2.674	-2.508	-4.146	5.810	5.545	2.0051	0.53000	-2.966e-03	5.004	5.309	7.953	-2.0386	9.728	0.08228	-0.5092	-0.2945	5.283	5.300	3.795	2.420	2.256	4.824	4.844	6.850	-0.07572	20.63	17.89	10.431	7.675	19.02	20.51	20.17	16.06	10.656	12.29	12.05	7.753	22.47	12.79	7.249	1.856662	-1.8583106	0.9617	158.00	13	FALSE
BMP5|1	VTN	LI8X00523	0.05051	0.06576	0.08221	0.06649	0.03452	0.13094	6.194	B04	VTN_BMP5|1	MCF10A	LS5p1s3	BMP5|1_P22003|1	NA	ES3p2s3	VTN_P04004	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP5|1_P22003|1-RnDSystemsOwn_615BMC020CF_SXV0513062	NA	protein-VTN_P04004-RnDSystemsOwn_2308VN_NBH0714011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP5|1_P22003|1	NA	VTN_P04004	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	B04_BMP5|1	350	10.068	0.13059	-0.5865	-0.4230	5.522	5.537	3.887	2.498	2.334	5.003	4.986	7.091	-0.1003569	8.159	2.744	-2.555	-4.185	5.799	5.537	1.9487	0.55707	4.294e-03	5.003	5.293	7.934	-2.0765	9.704	0.08589	-0.5159	-0.3021	5.273	5.289	3.791	2.405	2.270	4.808	4.845	6.841	-0.07817	20.73	17.99	10.661	7.900	19.03	20.52	20.25	16.21	10.853	12.42	12.11	8.003	22.46	12.84	7.291	1.760143	-1.7616122	1.0294	152.50	14	FALSE
BMP6	ALCAM|1	LI8X00521	0.11516	0.08165	0.15464	0.07974	0.03302	0.17432	3.960	A02	ALCAM|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	ALCAM|1_Q13740|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-ALCAM|1_Q13740|1-RnDSystemsOwn_656AL_CEI0313061	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	ALCAM|1_Q13740|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.979	0.14006	-0.6261	-0.4644	5.451	5.501	3.829	2.464	2.349	4.935	4.939	7.048	-0.1164864	7.896	3.049	-2.779	-4.419	5.737	5.501	1.6120	0.28577	-4.192e-03	4.935	5.258	7.896	-2.2386	9.620	0.12098	-0.5676	-0.3761	5.281	5.291	3.731	2.367	2.161	4.768	4.794	6.831	-0.09584	21.12	18.47	11.051	8.369	19.18	20.45	20.64	16.60	11.245	12.62	12.61	8.512	22.53	13.02	7.268	0.769817	-0.7653512	1.2549	147.00	15	FALSE
BMP6	BCAN|1	LI8X00521	0.07431	0.07583	0.10173	0.07200	0.02856	0.14732	3.191	A02	BCAN|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES3p2s3	BCAN|1_Q96GW7|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-BCAN|1_Q96GW7|1-RnDSystemsOwn_4009BC_PUT1214011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	BCAN|1_Q96GW7|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.830	0.14044	-0.6228	-0.4546	5.414	5.451	3.783	2.389	2.343	4.865	4.879	7.005	-0.1106699	7.622	3.116	-2.810	-4.471	5.723	5.451	1.2304	0.10514	1.624e-02	4.865	5.232	7.867	-2.3186	9.560	0.11609	-0.5756	-0.3937	5.266	5.284	3.709	2.329	2.134	4.746	4.767	6.824	-0.09653	20.99	18.39	10.972	8.232	18.89	20.19	20.38	16.19	11.165	12.55	12.62	8.359	22.54	13.01	7.318	0.794475	-0.7644007	1.1978	161.00	14	FALSE
BMP6	BGN	LI8X00521	0.09210	0.06993	0.10226	0.07247	0.05319	0.15364	5.639	A02	BGN_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES3p2s3	BGN_P21810	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-BGN_P21810-RnDSystemsOwn_2667CM_MZI0414031	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	BGN_P21810	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.012	0.14501	-0.6608	-0.4944	5.439	5.506	3.820	2.457	2.355	4.949	4.927	7.077	-0.1220603	7.888	2.859	-2.649	-4.286	5.756	5.506	1.7528	0.36717	2.983e-03	4.949	5.247	7.918	-2.1552	9.623	0.12667	-0.5987	-0.4064	5.265	5.300	3.718	2.333	2.118	4.783	4.790	6.853	-0.10157	21.13	18.55	11.079	8.286	19.27	20.47	20.55	16.62	11.250	12.67	12.69	8.428	22.72	13.10	7.313	0.589243	-0.5567249	1.2249	155.50	14	FALSE
BMP6	CD44|1	LI8X00521	0.10843	0.07721	0.18190	0.07838	0.03208	0.13235	3.454	A02	CD44|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CD44|1_P16070|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CD44|1_P16070|1-RnDSystemsOwn_3660CD_OPT0313111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CD44|1_P16070|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.014	0.14154	-0.6406	-0.4826	5.440	5.472	3.831	2.451	2.358	4.941	4.928	7.072	-0.1170080	7.661	3.173	-2.790	-4.477	5.758	5.472	1.3930	0.13319	-2.316e-03	4.941	5.265	7.916	-2.3517	9.719	0.12154	-0.5865	-0.3933	5.303	5.315	3.696	2.324	2.141	4.772	4.771	6.866	-0.09857	21.22	18.53	11.158	8.485	19.07	20.36	20.52	16.42	11.361	12.67	12.72	8.626	22.77	13.12	7.211	0.419700	-0.3718394	1.2115	147.00	15	FALSE
BMP6	CDH15	LI8X00521	0.07066	0.05061	0.11005	0.05150	0.03230	0.12912	3.435	A02	CDH15_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES2p2s3	CDH15_P55291	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH15_P55291-RnDSystemsOwn_4096MC_PZD0413011	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH15_P55291	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.864	0.13410	-0.6321	-0.4525	5.386	5.440	3.810	2.423	2.361	4.878	4.897	6.967	-0.1099546	7.578	3.175	-2.823	-4.516	5.681	5.440	1.1802	0.07227	-2.860e-04	4.878	5.220	7.836	-2.3879	9.580	0.11857	-0.5746	-0.3738	5.231	5.259	3.717	2.332	2.148	4.748	4.779	6.803	-0.09400	20.95	18.27	10.969	8.159	18.88	20.12	20.35	16.21	11.145	12.59	12.63	8.327	22.56	12.99	7.372	1.126377	-1.0891215	1.1959	161.50	14	FALSE
BMP6	CDH1|1	LI8X00521	0.11342	0.07382	0.14264	0.07447	0.04266	0.12690	4.540	A02	CDH1|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CDH1|1_P12830|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH1|1_P12830|1-RnDSystemsOwn_648EC_BOV1514101	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH1|1_P12830|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.971	0.13932	-0.6420	-0.4783	5.443	5.478	3.829	2.439	2.358	4.953	4.935	7.064	-0.1162530	7.787	3.150	-2.823	-4.494	5.745	5.478	1.5185	0.13961	-4.223e-03	4.953	5.252	7.916	-2.3775	9.582	0.11518	-0.5895	-0.3906	5.260	5.299	3.715	2.329	2.121	4.783	4.793	6.853	-0.09690	21.06	18.24	11.044	8.205	19.02	20.33	20.32	16.23	11.212	12.60	12.59	8.334	22.53	13.00	7.344	0.866244	-0.8676089	1.1864	154.00	15	FALSE
BMP6	CDH20	LI8X00521	0.05910	0.05032	0.08322	0.04870	0.04443	0.11155	4.199	A02	CDH20_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CDH20_Q9HBT6	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH20_Q9HBT6-RnDSystemsOwn_5604CA_SND0209111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH20_Q9HBT6	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.995	0.15132	-0.6464	-0.4915	5.485	5.542	3.817	2.419	2.339	4.924	4.918	7.104	-0.1199864	7.941	3.006	-2.720	-4.393	5.774	5.542	1.7439	0.22470	1.100e-02	4.924	5.252	7.935	-2.2776	9.591	0.12845	-0.5844	-0.4074	5.254	5.292	3.710	2.324	2.112	4.766	4.784	6.823	-0.10119	21.19	18.54	11.124	8.354	19.31	20.53	20.59	16.65	11.287	12.65	12.64	8.493	22.65	13.06	7.229	0.572406	-0.5552013	1.2641	147.00	15	FALSE
BMP6	CDH3|1	LI8X00521	0.10288	0.09360	0.12414	0.09065	0.03305	0.17193	3.135	A02	CDH3|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES3p2s3	CDH3|1_P22223|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH3|1_P22223|1-RnDSystemsOwn_861PC_CFR1413111	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH3|1_P22223|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.023	0.13558	-0.6391	-0.4621	5.453	5.481	3.818	2.463	2.360	4.938	4.917	7.042	-0.1150735	7.804	3.099	-2.773	-4.439	5.769	5.481	1.4952	0.21062	-3.215e-03	4.938	5.276	7.956	-2.2924	9.694	0.11676	-0.5743	-0.3835	5.290	5.318	3.742	2.355	2.168	4.812	4.803	6.890	-0.09608	21.10	18.31	11.042	8.220	19.05	20.29	20.49	16.37	11.215	12.62	12.68	8.347	22.74	13.05	7.270	0.630190	-0.6117624	1.1540	152.00	13	FALSE
BMP6	CDH6|1	LI8X00521	0.09164	0.06688	0.13353	0.06522	0.02912	0.08250	3.226	A02	CDH6|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CDH6|1_P55285|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH6|1_P55285|1-RnDSystemsOwn_2715CA_NIS1213051	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH6|1_P55285|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.998	0.14610	-0.6382	-0.4769	5.455	5.503	3.824	2.447	2.357	4.950	4.904	7.052	-0.1156602	7.828	3.127	-2.782	-4.453	5.770	5.503	1.6753	0.20077	-7.322e-03	4.950	5.255	7.927	-2.3131	9.606	0.11227	-0.5906	-0.3891	5.281	5.305	3.719	2.330	2.120	4.766	4.792	6.860	-0.09820	21.18	18.44	11.072	8.271	19.05	20.30	20.48	16.30	11.267	12.61	12.64	8.465	22.73	13.06	7.313	0.576256	-0.5802052	1.1482	155.00	15	FALSE
BMP6	CDH8	LI8X00521	0.07640	0.05692	0.11422	0.05740	0.03284	0.11378	3.356	A02	CDH8_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CDH8_P55286	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CDH8_P55286-RnDSystemsOwn_188C8_DIQ0212091	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CDH8_P55286	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.961	0.14388	-0.6587	-0.4908	5.442	5.511	3.823	2.430	2.350	4.941	4.935	7.059	-0.1198042	7.791	3.098	-2.782	-4.446	5.753	5.511	1.6416	0.25674	-3.159e-03	4.941	5.260	7.904	-2.2770	9.631	0.12848	-0.5875	-0.4166	5.266	5.300	3.702	2.354	2.148	4.786	4.792	6.855	-0.09918	21.20	18.47	11.086	8.315	19.11	20.35	20.47	16.25	11.274	12.62	12.61	8.472	22.67	13.05	7.270	0.633239	-0.6012461	1.2236	150.00	15	FALSE
BMP6	CEACAM6	LI8X00521	0.13724	0.10148	0.14768	0.10020	0.04787	0.18456	4.575	A02	CEACAM6_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	CEACAM6_P40199	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-CEACAM6_P40199-RnDSystemsOwn_3934CM_PPU0415041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	CEACAM6_P40199	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	10.038	0.15365	-0.6496	-0.5057	5.503	5.559	3.866	2.463	2.360	4.986	4.981	7.071	-0.1213472	7.879	3.012	-2.763	-4.431	5.799	5.559	1.6820	0.27981	-3.331e-04	4.986	5.303	7.964	-2.2415	9.775	0.13218	-0.5971	-0.4128	5.309	5.363	3.739	2.361	2.164	4.806	4.826	6.923	-0.10046	21.24	18.52	11.142	8.361	19.24	20.57	20.66	16.60	11.329	12.65	12.68	8.502	22.91	13.10	7.246	0.298876	-0.2513269	1.2284	149.00	15	FALSE
BMP6	COL1	LI8X00521	0.09616	0.06647	0.13076	0.06614	0.02385	0.12120	2.615	A02	COL1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL1_Own		NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	proteinset-COL1_Own-CultrexOwn_344205001_31384J14		NA	LCL-2085	BMP6_P22004	NA	COL1_Own		NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.984	0.14692	-0.6356	-0.4822	5.459	5.517	3.777	2.411	2.358	4.912	4.891	7.070	-0.1179210	7.785	3.105	-2.767	-4.444	5.733	5.517	1.6246	0.23776	1.366e-02	4.912	5.233	7.912	-2.2886	9.595	0.12894	-0.5906	-0.4042	5.287	5.289	3.701	2.306	2.092	4.748	4.776	6.845	-0.10166	21.24	18.55	11.166	8.371	19.13	20.38	20.54	16.48	11.339	12.66	12.68	8.517	22.64	13.11	7.263	0.492572	-0.4910491	1.2673	150.00	15	FALSE
BMP6	COL23A1|1	LI8X00521	0.08360	0.04810	0.12376	0.04785	0.03052	0.10372	3.763	A02	COL23A1|1_BMP6	MCF10A	LS3p1s3	BMP6_P22004	NA	ES1p2s3	COL23A1|1_Q86Y22|1	COL1_Own	NA	DAPI	phalloidin	CellMask	mitoTracker	human-MCF10A_Own-ATCCOwn_CRL10317_ICBP43	protein-BMP6_P22004-RnDSystemsOwn_507BP020CF_CJC2115081	NA	protein-COL23A1|1_Q86Y22|1-RnDSystemsOwn_4165CL_POR0109041	proteinset-COL1_Own-CultrexOwn_344205001_31384J14	NA	LCL-2085	BMP6_P22004	NA	COL23A1|1_Q86Y22|1	COL1_Own	NA	not_yet_specified	not_yet_specified	not_yet_specified	not_yet_specified	NA	A02_BMP6	350	9.989	0.14191	-0.6595	-0.4919	5.413	5.493	3.802	2.450	2.359	4.921	4.926	7.067	-0.1173527	7.798	3.102	-2.790	-4.467	5.738	5.493	1.5816	0.19991	9.137e-03	4.921	5.288	7.923	-2.2916	9.781	0.12386	-0.6022	-0.4049	5.304	5.331	3.755	2.391	2.274	4.807	4.814	6.916	-0.09961	21.19	18.52	11.144	8.375	19.14	20.39	20.61	16.63	11.336	12.67	12.72	8.501	22.82	13.11	7.296	0.352573	-0.3294716	1.2720	149.00	15	FALSE
